0.000,9.71343800,0.25967330
0.001,9.69574300,0.26015150
0.002,9.67804900,0.26063010
0.003,9.66035400,0.26110920
0.004,9.64265900,0.26158870
0.005,9.62496500,0.26206860
0.006,9.60727000,0.26254900
0.007,9.58957500,0.26302980
0.008,9.57188000,0.26351110
0.009,9.55418600,0.26399280
0.010,9.53648200,0.26447570
0.011,9.51858100,0.26497520
0.012,9.50067900,0.26547520
0.013,9.48277800,0.26597560
0.014,9.46487700,0.26647650
0.015,9.44697600,0.26697790
0.016,9.42902200,0.26748450
0.017,9.41092100,0.26800480
0.018,9.39282100,0.26852560
0.019,9.37472100,0.26904690
0.020,9.35662000,0.26956870
0.021,9.33852000,0.27009100
0.022,9.32041900,0.27061380
0.023,9.30231900,0.27113710
0.024,9.28421800,0.27166090
0.025,9.26611800,0.27218520
0.026,9.24801800,0.27271010
0.027,9.22974700,0.27325040
0.028,9.21144500,0.27379400
0.029,9.19314300,0.27433820
0.030,9.17484000,0.27488300
0.031,9.15653800,0.27542820
0.032,9.13823600,0.27597410
0.033,9.11973300,0.27653990
0.034,9.10120500,0.27710890
0.035,9.08267700,0.27767850
0.036,9.06414900,0.27824870
0.037,9.04562000,0.27881940
0.038,9.02709200,0.27939070
0.039,9.00856400,0.27996260
0.040,8.99003500,0.28053510
0.041,8.97150700,0.28110820
0.042,8.95297900,0.28168190
0.043,8.93431100,0.28226940
0.044,8.91556300,0.28286510
0.045,8.89681500,0.28346150
0.046,8.87806700,0.28405840
0.047,8.85931900,0.28465600
0.048,8.84057200,0.28525420
0.049,8.82171400,0.28586470
0.050,8.80274900,0.28648720
0.051,8.78378400,0.28711040
0.052,8.76482000,0.28773430
0.053,8.74585500,0.28835880
0.054,8.72689000,0.28898410
0.055,8.70792500,0.28961000
0.056,8.68896000,0.29023650
0.057,8.66999500,0.29086380
0.058,8.65103000,0.29149170
0.059,8.63196200,0.29213100
0.060,8.61275900,0.29278490
0.061,8.59355700,0.29343960
0.062,8.57435400,0.29409500
0.063,8.55515100,0.29475110
0.064,8.53594800,0.29540790
0.065,8.51671700,0.29606870
0.066,8.49729000,0.29675280
0.067,8.47786300,0.29743770
0.068,8.45843600,0.29812340
0.069,8.43900900,0.29880990
0.070,8.41958100,0.29949720
0.071,8.40015400,0.30018520
0.072,8.38072700,0.30087410
0.073,8.36130000,0.30156370
0.074,8.34187300,0.30225420
0.075,8.32239300,0.30295120
0.076,8.30274200,0.30366840
0.077,8.28309000,0.30438640
0.078,8.26343900,0.30510530
0.079,8.24378700,0.30582500
0.080,8.22413600,0.30654560
0.081,8.20448400,0.30726700
0.082,8.18462200,0.30801600
0.083,8.16468800,0.30877500
0.084,8.14475400,0.30953500
0.085,8.12481900,0.31029590
0.086,8.10488500,0.31105770
0.087,8.08495100,0.31182050
0.088,8.06501700,0.31258430
0.089,8.04508300,0.31334890
0.090,8.02514800,0.31411450
0.091,8.00520700,0.31488200
0.092,7.98499600,0.31568340
0.093,7.96478600,0.31648590
0.094,7.94457500,0.31728940
0.095,7.92436400,0.31809400
0.096,7.90415400,0.31889950
0.097,7.88394300,0.31970610
0.098,7.86363700,0.32052730
0.099,7.84316100,0.32137340
0.100,7.82268600,0.32222070
0.101,7.80221000,0.32306910
0.102,7.78173500,0.32391860
0.103,7.76125900,0.32476920
0.104,7.74078400,0.32562090
0.105,7.72030900,0.32647380
0.106,7.69983300,0.32732770
0.107,7.67935800,0.32818280
0.108,7.65865500,0.32907010
0.109,7.63790500,0.32996530
0.110,7.61715400,0.33086160
0.111,7.59640300,0.33175920
0.112,7.57565300,0.33265800
0.113,7.55490200,0.33355800
0.114,7.53415100,0.33445920
0.115,7.51314000,0.33540270
0.116,7.49212300,0.33634820
0.117,7.47110700,0.33729510
0.118,7.45009000,0.33824330
0.119,7.42907400,0.33919290
0.120,7.40805800,0.34014380
0.121,7.38704100,0.34109600
0.122,7.36602500,0.34204950
0.123,7.34500800,0.34300440
0.124,7.32382300,0.34398630
0.125,7.30253300,0.34498530
0.126,7.28124400,0.34598580
0.127,7.25995400,0.34698770
0.128,7.23866500,0.34799110
0.129,7.21737500,0.34899590
0.130,7.19608600,0.35000210
0.131,7.17460300,0.35104420
0.132,7.15299100,0.35211070
0.133,7.13138000,0.35317880
0.134,7.10976800,0.35424840
0.135,7.08815700,0.35531970
0.136,7.06654600,0.35639270
0.137,7.04493400,0.35746720
0.138,7.02332300,0.35854340
0.139,7.00171100,0.35962120
0.140,6.97996500,0.36072380
0.141,6.95802800,0.36186070
0.142,6.93609100,0.36299930
0.143,6.91415500,0.36413970
0.144,6.89221800,0.36528200
0.145,6.87028100,0.36642600
0.146,6.84834500,0.36757180
0.147,6.82633300,0.36873480
0.148,6.80405700,0.36995420
0.149,6.78178100,0.37117570
0.150,6.75950500,0.37239910
0.151,6.73723000,0.37362460
0.152,6.71495400,0.37485210
0.153,6.69267800,0.37608160
0.154,6.67040200,0.37731310
0.155,6.64812600,0.37854670
0.156,6.62578000,0.37979610
0.157,6.60317600,0.38109850
0.158,6.58057100,0.38240330
0.159,6.55796700,0.38371020
0.160,6.53536200,0.38501940
0.161,6.51275800,0.38633080
0.162,6.49015300,0.38764440
0.163,6.46754900,0.38896030
0.164,6.44468500,0.39034070
0.165,6.42177100,0.39173540
0.166,6.39885800,0.39313250
0.167,6.37594500,0.39453220
0.168,6.35303100,0.39593440
0.169,6.33011800,0.39733900
0.170,6.30720400,0.39874620
0.171,6.28429100,0.40015580
0.172,6.26137400,0.40156870
0.173,6.23811700,0.40306220
0.174,6.21485900,0.40455850
0.175,6.19160200,0.40605760
0.176,6.16834400,0.40755950
0.177,6.14508600,0.40906410
0.178,6.12182900,0.41057150
